dataset,dataset_file,dataset_path,num_customers,family_group,model,seed,best_score,best_distance,runtime_seconds,packing_time_seconds,feasible_routes,infeasible_routes,feasibility_rate,boxes_total,boxes_packed,fill_rate,avg_fill_rate,min_fill_rate,max_fill_rate,fill_balance_penalty,route_fill_std,unpacked_boxes,route_count,avg_route_fill,min_route_fill,max_route_fill,avg_route_boxes,min_route_boxes,max_route_boxes,avg_boxes_per_route,min_boxes_per_route,max_boxes_per_route,avg_customers_per_route,min_customers_per_route,max_customers_per_route,tiny_route_count,merged_route_count,overflow_route_count,route_balance_penalty,chosen_split_limit,chosen_split_strategy,chosen_distance_limit,number_of_split_candidates_tested,candidate_route_counts,candidate_fill_rates,candidate_distances
XML550_1142_01_merged_with_boxes_norm,XML550_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML550_1142_01_merged_with_boxes_norm.json,550,1142,proposed_model,3001,223345.54290533502,222937.05352660696,154.0117534000019,2.0700099412351847e-05,20,0,1.0,1375,1375,0.1021194084109011,0.1021194084109011,0.08577332698070085,0.12191503017758466,0.03614170319688381,0.009953609891628391,0,20,0.1021194084109011,0.08577332698070085,0.12191503017758466,68.75,60,70,68.75,60,70,27.5,24,31,0,0,0,27.0,70,box_threshold,,1,[20],[0.1021194084109011],[222937.05352660696]
XML550_1142_01_merged_with_boxes_norm,XML550_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML550_1142_01_merged_with_boxes_norm.json,550,1142,proposed_model,3000,228482.8157303463,228098.73798486707,172.04351299998234,2.1200045011937618e-05,20,0,1.0,1375,1375,0.1021194084109011,0.1021194084109011,0.07989560215974682,0.12150661888443487,0.041611016724688046,0.011856524745718708,0,20,0.1021194084109011,0.07989560215974682,0.12150661888443487,68.75,66,70,68.75,66,70,27.5,24,32,0,0,0,22.0,70,box_threshold,,2,"[20, 19]","[0.1021194084109011, 0.10602611006676445]","[228098.73798486707, 235168.08809343335]"
XML550_1142_01_merged_with_boxes_norm,XML550_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML550_1142_01_merged_with_boxes_norm.json,550,1142,proposed_model,3004,229362.6002841914,228958.113554888,141.78348220000044,9.800016414374113e-06,20,0,1.0,1375,1375,0.1021194084109011,0.1021194084109011,0.07526810337874343,0.12401772222372091,0.048749618844977485,0.01101654026156688,0,20,0.1021194084109011,0.07526810337874343,0.12401772222372091,68.75,59,70,68.75,59,70,27.5,19,34,0,0,0,26.0,70,box_threshold,,2,"[20, 19]","[0.1021194084109011, 0.10631883057199062]","[228958.113554888, 233766.79215766382]"
XML550_1142_01_merged_with_boxes_norm,XML550_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML550_1142_01_merged_with_boxes_norm.json,550,1142,proposed_model,3002,231472.13097033103,230847.91515435118,163.77309249999234,1.859990879893303e-05,20,0,1.0,1375,1375,0.1021194084109011,0.1021194084109011,0.07193482557850671,0.12032606048299373,0.04839123490448702,0.01336999907899221,0,20,0.1021194084109011,0.07193482557850671,0.12032606048299373,68.75,58,73,68.75,58,70,27.5,24,31,0,0,1,31.5,70,box_threshold,,2,"[20, 19]","[0.1021194084109011, 0.10336600635143886]","[230847.91515435118, 239524.00807848893]"
XML550_1142_01_merged_with_boxes_norm,XML550_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML550_1142_01_merged_with_boxes_norm.json,550,1142,proposed_model,3003,225633.50656150642,225216.64168430003,162.94131200000993,2.3699947632849216e-05,20,0,1.0,1375,1375,0.1021194084109011,0.1021194084109011,0.08075912075435818,0.12607608794535508,0.0453169671909969,0.012113146916861934,0,20,0.1021194084109011,0.08075912075435818,0.12607608794535508,68.75,56,70,68.75,56,70,27.5,19,35,0,0,0,28.5,70,box_threshold,,2,"[20, 19]","[0.1021194084109011, 0.1053725602652194]","[225216.64168430003, 229865.0041034969]"
XML550_1142_01_merged_with_boxes_norm,XML550_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML550_1142_01_merged_with_boxes_norm.json,550,1142,proposed_model,3006,227889.82356402482,227468.27277879114,157.15993379999418,1.0000047041103244e-05,20,0,1.0,1375,1375,0.10211940841090109,0.10211940841090109,0.08732108974675472,0.12847332194962877,0.04115223220287405,0.011904253180557666,0,20,0.10211940841090109,0.08732108974675472,0.12847332194962877,68.75,58,70,68.75,58,70,27.5,21,35,0,0,0,29.5,70,box_threshold,,2,"[20, 19]","[0.10211940841090109, 0.10656909592431851]","[227468.27277879114, 232853.858247084]"
XML550_1142_01_merged_with_boxes_norm,XML550_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML550_1142_01_merged_with_boxes_norm.json,550,1142,proposed_model,3008,227499.26811294878,227063.0577194657,138.87647899999865,1.2900069123134017e-05,20,0,1.0,1375,1375,0.1021194084109011,0.1021194084109011,0.08026988243822832,0.11915398693728567,0.038884104499057354,0.010222560482946688,0,20,0.1021194084109011,0.08026988243822832,0.11915398693728567,68.75,54,70,68.75,54,70,27.5,21,33,0,0,0,32.5,70,box_threshold,,2,"[20, 19]","[0.1021194084109011, 0.1050182255031266]","[227063.0577194657, 232606.47725162035]"
XML550_1142_01_merged_with_boxes_norm,XML550_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML550_1142_01_merged_with_boxes_norm.json,550,1142,proposed_model,3005,233280.08410651595,232866.5178282433,165.32224530001986,1.010004780255258e-05,20,0,1.0,1375,1375,0.1021194084109011,0.1021194084109011,0.08542210985354379,0.12428085674513,0.03885874689158621,0.008904595872747454,0,20,0.1021194084109011,0.08542210985354379,0.12428085674513,68.75,57,70,68.75,57,70,27.5,20,31,0,0,0,28.0,70,box_threshold,,2,"[20, 19]","[0.1021194084109011, 0.10535147634520563]","[232866.5178282433, 238695.17832316956]"
XML550_1142_01_merged_with_boxes_norm,XML550_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML550_1142_01_merged_with_boxes_norm.json,550,1142,proposed_model,3007,219217.08011824245,218797.17030984865,158.25456229998963,1.1499942047521472e-05,20,0,1.0,1375,1375,0.1021194084109011,0.1021194084109011,0.07612040107290037,0.12887070899488962,0.052750307921989245,0.012340900030296593,0,20,0.1021194084109011,0.07612040107290037,0.12887070899488962,68.75,61,70,68.75,61,70,27.5,23,34,0,0,0,29.0,70,box_threshold,,2,"[20, 19]","[0.1021194084109011, 0.10527685125142217]","[218797.17030984865, 226557.59677337873]"
XML550_1142_01_merged_with_boxes_norm,XML550_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML550_1142_01_merged_with_boxes_norm.json,550,1142,proposed_model,3009,230187.2278307523,229777.48486905725,177.57995670000673,1.0299962013959885e-05,20,0,1.0,1375,1375,0.1021194084109011,0.1021194084109011,0.08047710390144543,0.12890977316906374,0.048432669267618314,0.013594492688059477,0,20,0.1021194084109011,0.08047710390144543,0.12890977316906374,68.75,62,70,68.75,62,70,27.5,22,31,0,0,0,27.0,70,box_threshold,,2,"[20, 19]","[0.1021194084109011, 0.10565050646143939]","[229777.48486905725, 234424.75236608824]"
